id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
4536,Female,22,1,3,0,< 1 Year,Yes,23679,152,198,0
4537,Female,32,1,28,0,1-2 Year,Yes,37991,122,226,0
4538,Male,45,1,8,0,1-2 Year,Yes,48317,7,298,1
4539,Male,25,1,50,0,< 1 Year,Yes,35506,26,33,0
4540,Female,49,1,8,0,1-2 Year,Yes,25857,124,33,0
4541,Female,44,1,15,1,1-2 Year,No,28772,152,228,0
4542,Female,23,1,10,0,< 1 Year,No,24639,151,20,0
4543,Male,38,1,41,0,1-2 Year,Yes,33801,124,204,0
4544,Male,46,1,28,0,1-2 Year,Yes,37023,26,102,1
4545,Male,43,1,8,1,1-2 Year,No,33872,26,245,0
4546,Male,27,1,29,0,1-2 Year,Yes,2630,156,162,0
4547,Female,68,1,41,1,1-2 Year,No,46982,26,107,0
4548,Female,64,1,28,0,> 2 Years,Yes,64378,25,146,1
4549,Female,44,1,8,0,1-2 Year,No,34655,7,292,0
4550,Male,31,1,41,0,< 1 Year,Yes,66489,154,41,0
4551,Female,24,1,6,1,< 1 Year,No,28841,152,120,0
4552,Male,24,1,8,1,< 1 Year,No,42712,152,167,0
4553,Male,58,1,41,0,1-2 Year,Yes,38094,120,12,0
4554,Female,49,1,8,0,1-2 Year,Yes,46963,26,145,0
4555,Female,23,1,34,1,< 1 Year,Yes,34697,26,148,0
4556,Male,20,1,21,0,1-2 Year,Yes,32633,124,212,0
4557,Female,73,1,28,0,1-2 Year,Yes,59231,26,66,0
4558,Male,21,1,15,1,< 1 Year,No,33196,160,91,0
4559,Male,25,1,41,1,< 1 Year,No,46715,152,161,0
4560,Female,33,1,50,1,1-2 Year,No,28313,18,48,0
4561,Female,24,1,47,0,< 1 Year,Yes,35046,152,141,0
4562,Female,32,1,28,0,< 1 Year,Yes,45134,124,281,0
4563,Female,74,1,28,0,1-2 Year,Yes,27247,29,221,1
4564,Female,24,1,13,0,< 1 Year,Yes,35146,152,39,0
4565,Male,22,1,50,0,< 1 Year,Yes,2630,152,222,0
4566,Male,38,1,28,1,1-2 Year,No,30508,26,245,0
4567,Male,29,1,15,1,< 1 Year,No,24060,152,150,0
4568,Male,46,1,15,0,> 2 Years,Yes,2630,157,15,0
4569,Male,43,1,19,0,1-2 Year,Yes,23119,124,190,0
4570,Female,24,1,8,0,< 1 Year,Yes,60175,152,201,0
4571,Male,42,1,28,0,1-2 Year,Yes,44885,13,134,1
4572,Male,25,1,11,1,< 1 Year,No,31900,152,55,0
4573,Male,33,1,41,1,< 1 Year,No,28754,152,201,0
4574,Female,70,1,32,0,1-2 Year,Yes,26295,124,77,0
4575,Female,74,1,7,0,1-2 Year,Yes,2630,163,148,0
4576,Female,41,1,28,0,1-2 Year,Yes,51236,122,34,0
4577,Female,64,1,41,1,1-2 Year,No,2630,124,84,0
4578,Female,36,1,28,0,1-2 Year,No,32819,124,242,0
4579,Female,45,1,28,0,1-2 Year,Yes,42398,26,24,0
4580,Male,25,1,28,0,< 1 Year,Yes,38460,151,88,0
4581,Female,29,1,36,0,< 1 Year,Yes,43706,152,292,0
4582,Female,68,1,28,1,1-2 Year,No,37925,124,155,0
4583,Female,43,1,7,0,1-2 Year,Yes,32411,124,268,0
4584,Male,46,1,47,0,1-2 Year,Yes,2630,26,229,0
4585,Female,41,1,20,0,1-2 Year,Yes,2630,13,102,0
4586,Female,47,1,28,0,1-2 Year,Yes,50322,154,288,0
4587,Male,24,1,47,0,< 1 Year,No,41519,151,112,0
4588,Female,39,1,28,0,1-2 Year,Yes,33817,26,232,1
4589,Male,71,1,28,0,1-2 Year,No,22544,26,137,0
4590,Male,26,1,30,0,< 1 Year,Yes,40305,152,222,0
4591,Female,79,1,28,0,1-2 Year,Yes,40479,13,171,0
4592,Female,26,1,13,1,< 1 Year,No,36985,152,197,0
4593,Male,24,1,12,1,< 1 Year,No,34334,152,78,0
4594,Male,43,1,33,0,1-2 Year,Yes,32044,26,22,0
4595,Female,22,1,3,0,< 1 Year,Yes,24661,152,242,0
4596,Female,25,1,28,0,< 1 Year,No,44722,152,240,0
4597,Male,21,1,7,0,< 1 Year,Yes,45162,160,127,0
4598,Female,23,1,41,1,< 1 Year,No,35583,152,103,0
4599,Female,73,1,28,0,1-2 Year,Yes,62245,26,268,0
4600,Male,21,1,8,0,< 1 Year,Yes,32559,152,98,0
4601,Female,23,1,50,1,< 1 Year,No,31714,152,126,0
4602,Male,22,1,41,1,< 1 Year,No,16203,152,134,0
4603,Female,20,1,49,0,< 1 Year,No,2630,160,185,0
4604,Male,55,1,36,1,1-2 Year,No,48895,124,111,0
4605,Male,64,1,8,0,1-2 Year,Yes,30009,124,63,0
4606,Female,36,1,28,0,1-2 Year,No,33845,29,177,0
4607,Male,60,1,28,0,1-2 Year,Yes,42839,52,194,0
4608,Male,29,1,8,1,< 1 Year,No,26412,160,64,0
4609,Female,43,1,28,0,1-2 Year,Yes,34940,124,125,1
4610,Female,44,1,28,0,1-2 Year,Yes,36182,122,171,0
4611,Male,25,1,3,1,< 1 Year,No,22875,152,271,0
4612,Female,28,1,41,1,< 1 Year,No,18572,160,279,0
4613,Male,39,1,37,1,1-2 Year,Yes,2630,157,206,0
4614,Female,21,1,43,0,< 1 Year,Yes,54782,160,262,0
4615,Female,42,1,28,0,1-2 Year,Yes,32488,124,199,0
4616,Male,25,1,36,0,< 1 Year,Yes,43781,163,105,1
4617,Male,25,1,28,0,< 1 Year,Yes,67888,152,236,0
4618,Female,44,1,28,1,1-2 Year,No,27124,124,234,0
4619,Male,40,1,28,0,1-2 Year,Yes,45284,124,224,1
4620,Male,22,1,39,1,< 1 Year,No,38713,152,37,0
4621,Male,25,1,15,1,< 1 Year,No,48742,152,266,0
4622,Female,25,1,36,0,< 1 Year,Yes,28334,152,80,0
4623,Male,62,1,28,0,> 2 Years,Yes,55744,26,261,0
4624,Female,23,1,46,1,< 1 Year,No,26622,152,108,0
4625,Female,23,1,33,0,< 1 Year,No,2630,1,89,0
4626,Male,22,1,11,1,< 1 Year,No,36088,152,172,0
4627,Female,76,1,46,0,1-2 Year,Yes,2630,156,159,0
4628,Male,53,1,28,0,1-2 Year,Yes,29686,26,31,1
4629,Male,38,1,46,1,1-2 Year,Yes,27676,124,245,0
4630,Female,66,1,28,1,1-2 Year,Yes,44212,124,265,0
4631,Male,48,1,8,0,1-2 Year,Yes,2630,7,230,0
4632,Male,53,1,28,0,1-2 Year,Yes,37444,26,195,0
4633,Female,23,1,2,0,< 1 Year,Yes,21721,26,136,0
4634,Female,21,1,46,0,< 1 Year,Yes,32644,160,214,0
4635,Male,62,1,45,1,1-2 Year,No,24279,107,280,0
4636,Male,44,1,28,1,1-2 Year,No,29434,37,80,0
4637,Female,29,1,30,1,< 1 Year,No,26400,152,119,0
4638,Male,37,1,15,0,1-2 Year,Yes,21394,124,265,1
4639,Male,56,1,28,0,> 2 Years,Yes,33667,26,289,1
4640,Female,54,1,28,1,1-2 Year,No,37347,26,101,0
4641,Female,25,1,46,1,< 1 Year,No,40071,160,222,0
4642,Female,20,1,30,1,< 1 Year,No,28896,160,223,0
4643,Male,26,1,37,0,< 1 Year,Yes,30108,152,21,0
4644,Male,24,1,33,0,< 1 Year,Yes,34158,152,12,0
4645,Male,43,1,43,0,1-2 Year,Yes,27518,124,171,1
4646,Male,47,1,28,0,> 2 Years,Yes,2630,26,130,1
4647,Female,47,1,48,0,1-2 Year,Yes,2630,15,216,0
4648,Male,48,1,28,0,1-2 Year,Yes,38960,124,88,0
4649,Female,23,1,37,0,< 1 Year,Yes,29681,160,87,0
4650,Male,33,1,28,0,< 1 Year,Yes,35186,122,51,0
4651,Female,44,1,28,0,> 2 Years,Yes,36279,26,261,1
4652,Male,58,1,28,1,1-2 Year,Yes,47181,26,292,0
4653,Male,24,1,29,1,< 1 Year,No,33624,152,177,0
4654,Male,23,1,36,0,< 1 Year,Yes,34053,151,17,0
4655,Male,42,1,18,0,1-2 Year,Yes,31042,31,285,0
4656,Male,74,1,28,0,1-2 Year,Yes,64872,122,182,0
4657,Female,53,1,3,0,1-2 Year,Yes,34916,124,147,0
4658,Male,42,1,11,0,1-2 Year,Yes,60355,26,40,1
4659,Male,53,1,28,1,1-2 Year,No,27217,26,23,0
4660,Female,53,1,45,0,1-2 Year,Yes,32033,26,220,1
4661,Male,25,1,2,0,< 1 Year,No,31631,152,49,0
4662,Male,27,1,9,0,< 1 Year,Yes,2630,160,99,0
4663,Male,51,1,48,0,1-2 Year,Yes,2630,26,62,0
4664,Male,45,1,37,0,1-2 Year,Yes,23725,124,111,0
4665,Male,26,1,8,1,< 1 Year,No,73007,152,90,0
4666,Female,73,1,28,1,1-2 Year,No,37241,124,217,0
4667,Male,36,1,28,1,1-2 Year,Yes,2630,156,195,0
4668,Male,29,1,29,0,1-2 Year,No,28862,124,294,0
4669,Female,51,1,46,0,1-2 Year,Yes,34387,26,223,0
4670,Male,36,1,28,0,1-2 Year,Yes,2630,55,294,0
4671,Female,42,1,28,1,1-2 Year,No,29396,23,44,0
4672,Male,30,1,30,0,< 1 Year,Yes,2630,156,165,0
4673,Female,47,1,22,0,1-2 Year,Yes,2630,163,138,1
4674,Male,25,1,29,1,< 1 Year,No,32473,152,251,0
4675,Male,64,1,8,0,1-2 Year,Yes,29448,124,295,0
4676,Male,48,1,15,0,1-2 Year,Yes,2630,157,219,0
4677,Female,71,1,28,0,1-2 Year,Yes,42665,152,227,0
4678,Female,51,1,28,0,1-2 Year,Yes,31738,26,153,0
4679,Female,70,1,46,1,1-2 Year,No,30694,124,56,0
4680,Female,24,1,41,1,< 1 Year,No,23017,152,55,0
4681,Male,45,1,28,0,1-2 Year,Yes,39915,125,134,0
4682,Female,43,1,28,0,1-2 Year,Yes,44189,52,118,0
4683,Male,21,1,13,0,< 1 Year,Yes,19618,152,128,1
4684,Female,44,1,28,0,1-2 Year,Yes,70905,26,64,1
4685,Male,43,1,28,0,1-2 Year,Yes,49017,26,232,0
4686,Female,55,1,37,0,> 2 Years,Yes,34350,26,176,0
4687,Male,50,1,11,0,1-2 Year,Yes,30718,120,111,0
4688,Male,21,1,8,1,< 1 Year,No,32978,160,93,0
4689,Male,29,1,28,1,< 1 Year,No,29254,152,223,0
4690,Male,39,1,38,1,1-2 Year,No,29063,124,126,0
4691,Female,34,1,18,0,1-2 Year,Yes,27036,124,82,0
4692,Male,74,1,29,1,1-2 Year,No,51429,135,59,0
4693,Female,43,1,8,1,1-2 Year,No,29369,124,79,0
4694,Male,56,1,28,0,1-2 Year,Yes,41436,61,288,0
4695,Male,53,1,8,0,1-2 Year,Yes,33474,124,297,0
4696,Female,55,1,46,0,1-2 Year,Yes,67237,11,61,0
4697,Female,23,1,46,1,< 1 Year,No,27913,152,250,0
4698,Female,20,1,46,1,< 1 Year,Yes,2630,160,37,0
4699,Male,42,1,8,0,1-2 Year,No,31960,124,140,0
4700,Male,22,1,29,1,< 1 Year,No,35381,152,147,0
4701,Female,22,1,29,1,< 1 Year,No,32474,152,152,0
4702,Female,79,1,28,0,1-2 Year,Yes,2630,156,223,0
4703,Male,66,1,28,0,1-2 Year,Yes,41196,124,91,1
4704,Male,74,1,28,0,> 2 Years,Yes,51564,13,66,0
4705,Male,25,1,28,0,1-2 Year,Yes,41976,156,19,0
4706,Male,28,1,35,1,< 1 Year,No,45997,152,135,0
4707,Female,43,1,28,0,> 2 Years,Yes,27356,150,133,1
4708,Female,29,1,30,1,< 1 Year,No,29633,152,10,0
4709,Female,35,1,36,0,1-2 Year,Yes,2630,124,49,1
4710,Male,53,1,41,0,1-2 Year,Yes,2630,156,177,1
4711,Male,22,1,9,1,< 1 Year,No,2630,26,234,0
4712,Male,40,1,36,0,1-2 Year,Yes,2630,124,146,1
4713,Male,46,1,14,0,1-2 Year,Yes,24850,26,260,0
4714,Male,23,1,39,1,< 1 Year,No,52481,152,265,0
4715,Female,44,1,28,0,1-2 Year,Yes,35924,124,292,0
4716,Female,22,1,12,1,< 1 Year,No,47329,152,176,0
4717,Male,48,1,28,0,1-2 Year,Yes,35611,26,62,0
4718,Male,71,1,8,1,1-2 Year,No,55878,26,153,0
4719,Female,23,1,30,1,< 1 Year,No,26268,152,87,0
4720,Male,25,1,46,0,< 1 Year,Yes,2630,160,210,0
4721,Male,24,1,8,1,< 1 Year,No,47975,152,136,0
4722,Male,37,1,29,0,1-2 Year,Yes,2630,156,141,0
4723,Male,31,1,3,1,< 1 Year,No,20808,152,231,0
4724,Male,75,1,8,0,1-2 Year,Yes,45488,124,158,0
4725,Male,34,1,3,1,1-2 Year,No,22748,152,12,0
4726,Male,58,1,39,1,1-2 Year,No,2630,124,163,0
4727,Female,32,1,46,0,< 1 Year,Yes,23846,124,126,1
4728,Male,29,1,26,0,< 1 Year,Yes,26344,152,181,0
4729,Male,41,1,28,1,1-2 Year,No,40426,31,42,0
4730,Male,25,1,37,1,< 1 Year,No,34371,152,20,0
4731,Female,25,1,8,1,< 1 Year,No,33399,152,145,0
4732,Male,52,1,28,0,1-2 Year,Yes,25542,26,130,0
4733,Male,23,1,37,0,< 1 Year,No,34295,152,40,0
4734,Male,21,1,8,0,< 1 Year,Yes,2630,152,250,0
4735,Male,43,1,8,0,> 2 Years,Yes,55911,26,297,1
4736,Male,57,1,26,0,1-2 Year,Yes,31264,22,238,0
4737,Male,44,1,30,0,1-2 Year,Yes,41176,124,275,0
4738,Male,34,1,2,0,1-2 Year,Yes,2630,156,29,0
4739,Male,24,1,39,1,< 1 Year,No,61618,152,272,0
4740,Female,59,1,3,1,1-2 Year,No,26738,26,270,0
4741,Male,49,1,25,0,1-2 Year,Yes,28863,124,188,0
4742,Male,23,1,28,0,< 1 Year,Yes,45473,156,220,1
4743,Female,20,1,17,1,< 1 Year,No,33321,160,273,0
4744,Male,57,1,29,0,1-2 Year,Yes,37311,26,84,0
4745,Male,24,1,8,0,< 1 Year,No,55904,152,231,0
4746,Female,23,1,47,0,< 1 Year,No,57982,26,29,0
4747,Female,27,1,21,1,< 1 Year,No,33517,152,285,0
4748,Female,31,1,8,0,< 1 Year,Yes,2630,160,99,0
4749,Female,23,1,46,1,< 1 Year,No,19984,26,275,0
4750,Female,40,1,23,0,1-2 Year,Yes,31337,13,284,0
4751,Male,64,1,28,0,1-2 Year,No,2630,157,189,0
4752,Female,25,1,24,1,< 1 Year,No,34194,152,221,0
4753,Female,63,1,8,0,1-2 Year,Yes,2630,152,185,0
4754,Male,43,1,15,0,1-2 Year,Yes,32634,124,119,1
4755,Female,28,1,28,1,< 1 Year,No,51498,152,266,0
4756,Male,39,1,13,0,1-2 Year,Yes,2630,156,134,0
4757,Female,38,1,28,1,1-2 Year,No,32804,26,247,0
4758,Male,70,1,20,1,1-2 Year,No,2630,124,298,0
4759,Male,56,1,28,0,1-2 Year,Yes,39502,156,180,0
4760,Male,69,1,28,0,> 2 Years,Yes,40577,26,71,0
4761,Male,42,1,28,0,1-2 Year,No,51217,26,284,0
4762,Female,22,1,36,0,< 1 Year,No,35127,152,200,0
4763,Female,39,1,28,0,1-2 Year,Yes,67831,152,22,1
4764,Female,26,1,33,1,< 1 Year,No,31382,152,27,0
4765,Male,25,1,11,0,1-2 Year,Yes,25116,26,270,0
4766,Female,45,1,46,0,1-2 Year,Yes,33384,124,62,0
4767,Female,26,1,18,1,< 1 Year,No,25820,152,154,0
4768,Female,20,1,15,0,< 1 Year,Yes,39685,160,151,0
4769,Female,26,1,35,0,< 1 Year,Yes,2630,26,146,0
4770,Male,52,1,28,0,> 2 Years,Yes,2630,154,14,0
4771,Male,23,1,8,0,1-2 Year,Yes,2630,124,196,1
4772,Female,21,1,50,1,< 1 Year,No,44637,152,298,0
4773,Male,47,1,15,1,1-2 Year,No,34665,152,262,0
4774,Male,43,1,28,0,1-2 Year,Yes,43998,124,204,1
4775,Male,26,1,28,1,< 1 Year,Yes,26872,154,260,0
4776,Female,48,1,28,0,1-2 Year,Yes,56809,26,81,1
4777,Male,36,1,39,0,1-2 Year,Yes,32182,124,220,0
4778,Male,43,1,28,0,1-2 Year,No,29600,122,267,0
4779,Male,56,1,28,0,1-2 Year,Yes,40639,26,214,1
4780,Male,22,1,44,1,< 1 Year,No,2630,152,224,0
4781,Male,55,1,28,0,1-2 Year,Yes,33747,26,297,1
4782,Male,58,1,28,0,1-2 Year,Yes,29623,124,270,0
4783,Male,30,1,28,0,< 1 Year,Yes,27316,152,192,0
4784,Male,26,1,35,1,< 1 Year,No,38316,152,280,0
4785,Female,23,1,46,1,< 1 Year,No,22166,26,291,0
4786,Female,23,1,47,1,< 1 Year,No,16322,26,111,0
4787,Male,62,1,8,0,1-2 Year,Yes,2630,124,157,0
4788,Male,37,1,41,0,1-2 Year,Yes,21675,26,179,0
4789,Male,31,1,15,0,< 1 Year,Yes,37432,26,274,1
4790,Male,53,1,8,0,1-2 Year,Yes,29068,30,155,0
4791,Male,37,1,24,1,1-2 Year,No,38891,154,12,0
4792,Female,29,1,41,1,1-2 Year,No,40354,136,232,0
4793,Female,45,1,28,0,1-2 Year,Yes,39944,122,294,0
4794,Female,48,1,37,1,1-2 Year,No,2630,160,108,0
4795,Male,62,1,14,0,1-2 Year,Yes,27438,26,139,0
4796,Male,24,1,24,1,< 1 Year,No,2630,152,146,0
4797,Female,35,1,21,0,1-2 Year,No,32063,124,65,0
4798,Male,45,1,28,1,1-2 Year,No,133098,26,124,0
4799,Male,49,1,28,0,1-2 Year,No,28055,26,36,0
4800,Male,21,1,3,1,< 1 Year,Yes,21641,160,178,1
4801,Male,22,1,34,1,< 1 Year,Yes,26297,152,18,0
4802,Male,44,1,10,0,1-2 Year,Yes,26601,160,188,0
4803,Female,57,1,28,1,1-2 Year,No,34047,26,22,0
4804,Male,77,1,8,0,1-2 Year,No,2630,26,146,0
4805,Male,34,1,28,0,1-2 Year,Yes,31412,124,30,0
4806,Male,42,1,28,1,1-2 Year,No,2630,124,200,0
4807,Male,68,1,41,0,1-2 Year,Yes,34110,12,242,0
4808,Female,24,1,39,1,< 1 Year,No,67473,152,110,0
4809,Male,31,1,46,0,< 1 Year,Yes,21137,156,251,0
4810,Male,50,1,28,1,1-2 Year,No,42656,62,78,0
4811,Male,71,1,43,0,1-2 Year,Yes,2630,26,144,0
4812,Female,58,1,8,0,1-2 Year,No,36687,124,167,0
4813,Male,22,1,14,1,< 1 Year,No,30457,152,163,0
4814,Male,27,1,29,1,< 1 Year,No,26602,152,106,0
4815,Female,21,1,30,1,< 1 Year,No,32579,160,121,0
4816,Male,43,1,8,0,1-2 Year,Yes,43338,124,87,0
4817,Female,22,1,32,1,< 1 Year,No,32398,152,48,0
4818,Male,24,1,28,1,< 1 Year,No,49557,152,204,0
4819,Female,41,1,28,0,1-2 Year,Yes,34454,163,177,0
4820,Female,25,1,30,1,< 1 Year,No,24783,152,84,0
4821,Male,27,1,36,0,< 1 Year,No,36219,152,104,0
4822,Male,43,1,29,1,1-2 Year,No,29098,26,280,0
4823,Male,43,1,1,0,1-2 Year,Yes,2630,9,47,0
4824,Male,53,1,15,0,1-2 Year,Yes,24474,8,189,0
4825,Male,20,1,24,0,< 1 Year,Yes,28131,160,42,0
4826,Male,62,1,39,1,1-2 Year,No,36965,124,93,0
4827,Female,63,1,17,0,1-2 Year,Yes,26856,26,296,0
4828,Female,26,1,37,1,< 1 Year,No,18888,152,196,0
4829,Male,72,1,8,1,1-2 Year,No,39959,26,49,0
4830,Female,50,1,28,0,> 2 Years,Yes,20082,26,15,1
4831,Male,28,1,28,0,< 1 Year,No,43767,152,119,0
4832,Female,49,1,35,1,1-2 Year,No,32234,26,266,0
4833,Male,34,1,28,0,1-2 Year,No,22993,122,110,0
4834,Male,46,1,28,0,> 2 Years,Yes,54271,26,287,0
4835,Female,23,1,29,1,< 1 Year,No,21512,152,114,0
4836,Female,74,1,23,0,1-2 Year,Yes,28392,124,185,0
4837,Female,33,1,47,0,< 1 Year,Yes,2630,156,110,0
4838,Male,23,1,6,1,< 1 Year,No,18950,152,173,0
4839,Male,28,1,29,0,< 1 Year,Yes,34245,152,229,0
4840,Female,53,1,33,1,1-2 Year,No,2630,138,268,0
4841,Female,51,1,48,0,1-2 Year,Yes,2630,26,42,0
4842,Male,25,1,32,0,< 1 Year,No,2630,152,268,0
4843,Male,40,1,8,1,1-2 Year,No,2630,156,267,0
4844,Female,26,1,30,1,< 1 Year,No,21813,152,68,0
4845,Male,28,1,36,1,< 1 Year,No,2630,152,47,0
4846,Male,37,1,28,0,1-2 Year,Yes,29130,122,213,0
4847,Female,22,1,25,1,< 1 Year,No,26028,152,78,0
4848,Male,48,1,28,1,1-2 Year,No,50030,31,209,0
4849,Male,21,1,45,1,< 1 Year,No,25093,152,21,0
4850,Female,39,1,18,0,1-2 Year,No,30576,156,298,0
4851,Male,61,1,36,0,1-2 Year,Yes,33829,26,73,0
4852,Female,57,1,23,1,1-2 Year,No,19996,124,196,0
4853,Male,23,1,28,1,< 1 Year,No,32304,152,124,0
4854,Male,30,1,28,0,< 1 Year,Yes,45969,13,88,1
4855,Male,52,1,33,0,1-2 Year,Yes,29634,26,56,0
4856,Male,46,1,46,1,1-2 Year,Yes,30441,11,22,0
4857,Male,26,1,33,1,< 1 Year,No,22857,152,161,0
4858,Female,63,1,39,1,1-2 Year,No,2630,26,247,0
4859,Male,22,1,26,1,< 1 Year,No,30869,152,288,0
4860,Female,46,1,28,1,1-2 Year,No,27433,124,274,0
4861,Female,23,1,45,1,< 1 Year,No,2630,152,143,0
4862,Male,22,1,34,1,1-2 Year,Yes,34867,124,42,0
4863,Male,33,1,28,0,< 1 Year,Yes,2630,156,91,1
4864,Female,21,1,3,1,< 1 Year,No,33727,160,187,0
4865,Male,39,1,28,0,1-2 Year,Yes,42893,52,47,1
4866,Female,24,1,28,0,< 1 Year,Yes,46014,124,169,1
4867,Female,24,1,46,1,< 1 Year,No,2630,152,47,0
4868,Male,25,1,28,1,< 1 Year,No,38644,152,25,0
4869,Male,23,1,28,1,< 1 Year,No,69856,152,298,0
4870,Female,25,1,28,1,< 1 Year,No,28958,153,122,0
4871,Female,43,1,28,0,1-2 Year,Yes,40088,124,140,0
4872,Female,21,1,13,1,< 1 Year,No,17895,160,35,0
4873,Female,24,1,30,1,< 1 Year,No,28510,152,44,0
4874,Male,59,1,5,1,1-2 Year,No,2630,122,215,0
4875,Female,26,1,41,1,< 1 Year,No,27463,152,117,0
4876,Male,69,1,28,0,> 2 Years,Yes,2630,26,79,1
4877,Female,48,1,8,1,1-2 Year,No,33720,152,143,0
4878,Male,40,1,30,0,1-2 Year,Yes,26817,152,81,1
4879,Male,48,1,4,0,> 2 Years,Yes,22944,131,59,0
4880,Male,24,1,28,1,< 1 Year,No,2630,153,14,0
4881,Male,50,1,28,0,1-2 Year,Yes,26488,26,259,0
4882,Male,47,1,33,0,1-2 Year,Yes,32007,26,168,0
4883,Male,28,1,50,0,< 1 Year,Yes,28805,152,73,0
4884,Female,23,1,46,1,< 1 Year,No,37677,160,104,0
4885,Female,24,1,2,0,< 1 Year,No,32803,152,191,0
4886,Male,57,1,28,0,1-2 Year,Yes,37410,124,91,0
4887,Female,48,1,47,0,1-2 Year,Yes,29797,125,202,0
4888,Female,27,1,8,0,< 1 Year,Yes,39837,124,35,1
4889,Male,79,1,28,0,1-2 Year,Yes,103026,26,247,0
4890,Male,49,1,33,1,1-2 Year,No,2630,160,108,0
4891,Male,60,1,28,0,1-2 Year,Yes,27809,124,180,0
4892,Female,31,1,41,0,1-2 Year,Yes,38958,124,117,1
4893,Female,21,1,29,1,< 1 Year,No,44722,160,177,0
4894,Female,20,1,40,0,1-2 Year,Yes,2630,158,121,0
4895,Male,63,1,37,0,> 2 Years,Yes,2630,157,287,0
4896,Male,43,1,28,0,1-2 Year,Yes,61042,3,265,1
4897,Male,58,1,28,0,1-2 Year,Yes,87831,26,93,0
4898,Male,47,1,28,0,1-2 Year,Yes,26837,124,82,1
4899,Female,30,1,18,0,1-2 Year,Yes,27724,124,32,0
4900,Female,23,1,28,0,< 1 Year,Yes,25450,152,46,0
4901,Female,39,1,41,1,1-2 Year,No,25453,152,208,0
4902,Male,45,1,28,0,1-2 Year,Yes,50119,26,52,0
4903,Male,49,1,28,1,1-2 Year,No,2630,122,109,0
4904,Female,21,1,46,0,< 1 Year,No,26448,152,238,0
4905,Female,36,1,28,0,1-2 Year,Yes,59243,26,147,0
4906,Female,47,1,28,0,1-2 Year,Yes,29114,124,35,1
4907,Female,22,1,15,1,< 1 Year,No,40877,152,195,0
4908,Male,24,1,29,1,< 1 Year,Yes,36615,26,219,0
4909,Female,24,1,41,1,< 1 Year,No,33676,152,239,0
4910,Male,44,1,8,1,1-2 Year,No,44893,26,195,0
4911,Female,39,1,48,0,1-2 Year,No,2630,157,27,0
4912,Female,31,1,30,1,< 1 Year,No,28920,152,55,0
4913,Male,25,1,28,0,< 1 Year,No,43065,152,32,0
4914,Female,47,1,28,0,> 2 Years,Yes,49614,26,63,0
4915,Female,30,1,30,1,< 1 Year,No,29659,152,130,0
4916,Male,24,1,17,1,< 1 Year,No,28839,152,287,0
4917,Female,25,1,30,1,< 1 Year,No,46419,152,43,0
4918,Female,77,1,8,1,1-2 Year,No,63452,7,185,0
4919,Male,26,1,28,1,< 1 Year,No,49803,152,83,0
4920,Female,25,1,36,1,< 1 Year,No,30756,152,255,0
4921,Male,23,1,8,0,< 1 Year,Yes,32270,152,220,0
4922,Male,47,1,19,0,1-2 Year,Yes,34905,157,243,1
4923,Male,21,1,3,1,< 1 Year,No,22414,160,137,0
4924,Female,43,1,29,0,1-2 Year,No,2630,135,256,0
4925,Male,37,1,50,1,1-2 Year,No,27812,124,116,0
4926,Male,21,1,29,0,1-2 Year,Yes,40940,124,240,1
4927,Female,39,1,14,1,1-2 Year,No,40861,26,31,0
4928,Female,37,1,1,1,1-2 Year,No,2630,124,70,0
4929,Male,28,1,28,1,< 1 Year,No,2630,160,162,0
4930,Female,36,1,28,0,1-2 Year,No,76536,124,192,0
4931,Female,67,1,28,0,> 2 Years,Yes,37615,122,95,0
4932,Female,79,1,28,0,1-2 Year,Yes,37330,124,16,0
4933,Male,22,1,10,1,< 1 Year,Yes,2630,160,140,0
4934,Male,67,1,13,1,1-2 Year,No,35236,124,12,0
4935,Male,31,1,28,0,1-2 Year,Yes,2630,157,134,0
4936,Female,23,1,45,1,< 1 Year,No,26489,152,61,0
4937,Male,71,1,3,0,1-2 Year,Yes,34822,129,280,0
4938,Male,36,1,15,1,1-2 Year,No,2630,124,87,0
4939,Male,20,1,46,1,< 1 Year,No,35778,160,249,0
4940,Female,22,1,24,0,< 1 Year,Yes,33138,152,83,0
4941,Female,29,1,46,1,< 1 Year,No,41214,152,244,0
4942,Male,42,1,28,1,1-2 Year,Yes,49727,26,77,0
4943,Female,45,1,33,0,1-2 Year,Yes,21369,150,197,1
4944,Male,24,1,15,1,< 1 Year,No,30504,152,294,0
4945,Male,32,1,30,0,< 1 Year,Yes,2630,124,181,0
4946,Male,21,1,32,0,< 1 Year,Yes,25442,152,205,0
4947,Male,46,1,28,0,1-2 Year,Yes,50227,26,162,1
4948,Male,42,1,28,0,1-2 Year,Yes,47091,26,20,0
4949,Male,44,1,28,0,1-2 Year,Yes,29527,124,252,0
4950,Male,25,1,46,1,< 1 Year,No,20154,152,31,0
4951,Female,25,1,46,1,< 1 Year,No,32354,152,233,0
4952,Male,32,1,47,0,1-2 Year,No,2630,157,195,1
4953,Female,23,1,29,1,< 1 Year,No,36033,152,171,0
4954,Female,33,1,30,1,< 1 Year,No,2630,152,72,0
4955,Female,26,1,46,1,< 1 Year,No,21285,152,91,0
4956,Female,74,1,15,1,1-2 Year,No,52592,124,44,0
